ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
R748,573.9,570-573.99,Liver disease
R749,573.9,570-573.99,Liver disease
R75,790.0,790-790.99,Nonspecific findings on examination of blood
R760,279.7,279-279.99,Other Immune Disorders
R768,279.7,279-279.99,Other Immune Disorders
R769,279.7,279-279.99,Other Immune Disorders
R770,790.0,790-790.99,Nonspecific findings on examination of blood
R771,790.0,790-790.99,Nonspecific findings on examination of blood
R772,790.0,790-790.99,Nonspecific findings on examination of blood
R778,790.0,790-790.99,Nonspecific findings on examination of blood
R779,790.0,790-790.99,Nonspecific findings on examination of blood
R780,317.0,316-319.99,Substance-related disorders
R785,1010.0,,
R787,790.6,790-790.99,Nonspecific findings on examination of blood
R788,790.6,790-790.99,Nonspecific findings on examination of blood
R789,790.0,790-790.99,Nonspecific findings on examination of blood
R790,790.6,790-790.99,Nonspecific findings on examination of blood
R798,790.6,790-790.99,Nonspecific findings on examination of blood
R799,790.6,790-790.99,Nonspecific findings on examination of blood
R80,269.0,269-270.99,Disorders of amino-acid transport/metabolism
R81,250.5,249-250.99,DIABETES
R820,598.0,598-598.99,Nonspecific findings on examination of urine
R821,598.0,598-598.99,Nonspecific findings on examination of urine
R822,277.4,277-277.99,Other/unspecified disorders of metabolism
R823,285.8,280-285.99,Anemias
R824,250.5,249-250.99,DIABETES
R825,598.9,598-598.99,Nonspecific findings on examination of urine
R826,598.9,598-598.99,Nonspecific findings on examination of urine
R827,598.9,598-598.99,Nonspecific findings on examination of urine
R828,598.9,598-598.99,Nonspecific findings on examination of urine
R829,598.9,598-598.99,Nonspecific findings on examination of urine
R830,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R834,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R836,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R837,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R838,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R839,346.3,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R840,1010.0,,
R844,1010.0,,
R845,1010.0,,
R846,1010.0,,
R847,1010.0,,
R848,1010.0,,
R849,516.0,516-516.99,Abnormal sputum
R850,1010.0,,
R853,1010.0,,
R855,1010.0,,
R856,1010.0,,
R857,1010.0,,
R858,1010.0,,
R859,1010.0,,
R860,609.2,600-609.99,male genital disorders
R861,609.2,600-609.99,male genital disorders
R865,609.2,600-609.99,male genital disorders
R866,609.2,600-609.99,male genital disorders
R867,609.2,600-609.99,male genital disorders
R868,609.2,600-609.99,male genital disorders
R869,609.2,600-609.99,male genital disorders
R870,1010.0,,
R871,1010.0,,
R873,1010.0,,
R874,1010.0,,
R875,1010.0,,
R877,1010.0,,
R878,1010.0,,
R879,1010.0,,
R890,1010.0,,
R891,1010.0,,
R893,1010.0,,
R894,1010.0,,
R895,1010.0,,
R896,1010.0,,
R897,1010.0,,
R898,1010.0,,
R899,1010.0,,
R900,293.1,293-293.99,Symptoms involving head and neck
R908,1010.0,,
R91,514.0,514-514.99,Abnormal findings examination of lungs
R92,611.1,610-613.99,nonmalignant breast conditions
R930,346.1,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R931,793.2,793-793.99,Nonspecific abnormal findings on radiological and other examination of body structure
R932,575.9,574-576.99,Biliary tract disease
R933,564.8,555-564.99,noninfective gastrointestinal disorders
R934,599.0,599-599.99,Other symptoms/disorders or the urinary system
R935,564.8,555-564.99,noninfective gastrointestinal disorders
R936,793.0,793-793.99,Nonspecific abnormal findings on radiological and other examination of body structure
R937,793.0,793-793.99,Nonspecific abnormal findings on radiological and other examination of body structure
R938,793.2,793-793.99,Nonspecific abnormal findings on radiological and other examination of body structure
R940,346.2,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R941,346.0,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS
R942,514.1,514-514.99,Abnormal findings examination of lungs
R943,429.2,428-429.99,Heart failure
R944,589.0,580-590.99,diseases of kidney and ureters
R945,573.7,570-573.99,Liver disease
R946,246.7,240-246.99,DISORDERS OF THYROID GLAND
R947,259.1,251-259.99,Other endocrine disorders
R948,794.0,794-794.99,Abnormal results of function studies
S000,915.0,910-919.99,"superficial, contusion, crushing injuries"
S001,916.0,916-916.99,Contusion
S002,915.0,910-919.99,"superficial, contusion, crushing injuries"
S003,915.0,910-919.99,"superficial, contusion, crushing injuries"
S004,915.0,910-919.99,"superficial, contusion, crushing injuries"
S005,915.0,910-919.99,"superficial, contusion, crushing injuries"
S007,915.0,910-919.99,"superficial, contusion, crushing injuries"
S008,915.0,910-919.99,"superficial, contusion, crushing injuries"
S009,915.0,910-919.99,"superficial, contusion, crushing injuries"
S010,870.3,870-879.99,Open wound
S011,870.1,870-879.99,Open wound
S011,870.3,870-879.99,Open wound
S012,870.4,870-879.99,Open wound
S013,870.2,870-879.99,Open wound
S014,870.3,870-879.99,Open wound
S015,870.5,870-879.99,Open wound
S015,870.3,870-879.99,Open wound
S017,870.3,870-879.99,Open wound
S018,870.3,870-879.99,Open wound
S019,870.3,870-879.99,Open wound
S020,819.0,816-819.99,Intracranial injury
S021,819.0,816-819.99,Intracranial injury
S022,819.0,816-819.99,Intracranial injury
S023,819.0,816-819.99,Intracranial injury
S024,819.0,816-819.99,Intracranial injury
S025,873.0,870-879.99,Open wound
S025,819.0,816-819.99,Intracranial injury
S026,819.0,816-819.99,Intracranial injury
S027,819.0,816-819.99,Intracranial injury
S028,819.0,816-819.99,Intracranial injury
S029,819.0,816-819.99,Intracranial injury
S030,830.0,830-839.99,joint disorders and dislocations; trauma-related
S031,830.0,830-839.99,joint disorders and dislocations; trauma-related
S032,525.0,520-526.99,Disorders of teeth and jaw
S032,830.0,830-839.99,joint disorders and dislocations; trauma-related
S040,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S041,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S042,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S043,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S045,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S048,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S049,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S050,870.1,870-879.99,Open wound
S050,915.0,910-919.99,"superficial, contusion, crushing injuries"
S050,916.0,916-916.99,Contusion
S051,916.0,916-916.99,Contusion
S052,870.1,870-879.99,Open wound
S053,870.1,870-879.99,Open wound
S054,1001.0,,
S055,1001.0,,
S056,870.1,870-879.99,Open wound
S057,870.1,870-879.99,Open wound
S058,915.0,910-919.99,"superficial, contusion, crushing injuries"
S059,916.0,916-916.99,Contusion
S059,870.1,870-879.99,Open wound
S059,915.0,910-919.99,"superficial, contusion, crushing injuries"
S060,817.0,816-819.99,Intracranial injury
S061,819.0,816-819.99,Intracranial injury
S062,819.0,816-819.99,Intracranial injury
S063,819.0,816-819.99,Intracranial injury
S064,818.0,816-819.99,Intracranial injury
S064,430.0,430-438.99,CEREBROVASCULAR DISEASE
S065,818.0,816-819.99,Intracranial injury
S066,818.0,816-819.99,Intracranial injury
S067,819.0,816-819.99,Intracranial injury
S068,1009.0,,
S068,819.0,816-819.99,Intracranial injury
S069,819.0,816-819.99,Intracranial injury
S070,1006.0,,
S071,1006.0,,
S071,819.0,816-819.99,Intracranial injury
S078,1006.0,,
S079,1006.0,,
S080,870.3,870-879.99,Open wound
S081,872.0,870-879.99,Open wound
S088,872.0,870-879.99,Open wound
S090,1009.0,,
S091,1009.0,,
S092,1009.0,,
S097,1009.0,,
S098,1009.0,,
S099,1009.0,,
S100,916.0,916-916.99,Contusion
S101,915.0,910-919.99,"superficial, contusion, crushing injuries"
S107,915.0,910-919.99,"superficial, contusion, crushing injuries"
S108,1009.0,,
S108,870.6,870-879.99,Open wound
S109,915.0,910-919.99,"superficial, contusion, crushing injuries"
S110,870.6,870-879.99,Open wound
S117,870.6,870-879.99,Open wound
S118,870.6,870-879.99,Open wound
S119,870.6,870-879.99,Open wound
S120,805.0,800-809.99,Fractures
S121,805.0,800-809.99,Fractures
S122,805.0,800-809.99,Fractures
S127,1009.0,,
S127,805.0,800-809.99,Fractures
S127,870.6,870-879.99,Open wound
S128,805.0,800-809.99,Fractures
S129,805.0,800-809.99,Fractures
S130,830.0,830-839.99,joint disorders and dislocations; trauma-related
S131,830.0,830-839.99,joint disorders and dislocations; trauma-related
S132,830.0,830-839.99,joint disorders and dislocations; trauma-related
S136,1009.0,,
S136,870.6,870-879.99,Open wound
S140,952.0,950-957.99,Injury to nerves and spinal cord
S141,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S141,952.0,950-957.99,Injury to nerves and spinal cord
S142,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S143,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S144,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S144,952.0,950-957.99,Injury to nerves and spinal cord
S145,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S146,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S150,1007.0,,
S151,1007.0,,
S152,1007.0,,
S153,1007.0,,
S158,1007.0,,
S159,1007.0,,
S16,870.6,870-879.99,Open wound
S16,1009.0,,
S16,723.0,720-724.99,DORSOPATHIES
S178,1006.0,,
S179,1006.0,,
S198,1009.0,,
S199,1009.0,,
S200,916.0,916-916.99,Contusion
S201,1009.0,,
S201,915.0,910-919.99,"superficial, contusion, crushing injuries"
S202,916.0,916-916.99,Contusion
S203,1009.0,,
S203,915.0,910-919.99,"superficial, contusion, crushing injuries"
S204,1009.0,,
S204,915.0,910-919.99,"superficial, contusion, crushing injuries"
S207,915.0,910-919.99,"superficial, contusion, crushing injuries"
S208,1009.0,,
S210,870.0,870-879.99,Open wound
S211,870.0,870-879.99,Open wound
S211,1008.0,,
S212,1008.0,,
S212,870.0,870-879.99,Open wound
S212,1009.0,,
S219,870.0,870-879.99,Open wound
S220,805.0,800-809.99,Fractures
S221,809.0,800-809.99,Fractures
S222,807.0,800-809.99,Fractures
S222,805.0,800-809.99,Fractures
S223,807.0,800-809.99,Fractures
S224,807.0,800-809.99,Fractures
S224,803.3,800-809.99,Fractures
S225,809.0,800-809.99,Fractures
S229,805.0,800-809.99,Fractures
S231,830.0,830-839.99,joint disorders and dislocations; trauma-related
S232,830.0,830-839.99,joint disorders and dislocations; trauma-related
S235,1009.0,,
S240,952.0,950-957.99,Injury to nerves and spinal cord
S241,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S241,952.0,950-957.99,Injury to nerves and spinal cord
S242,952.0,950-957.99,Injury to nerves and spinal cord
S242,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S243,952.0,950-957.99,Injury to nerves and spinal cord
S244,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S245,952.0,950-957.99,Injury to nerves and spinal cord
S246,952.0,950-957.99,Injury to nerves and spinal cord
S250,1007.0,,
S251,1007.0,,
S252,1007.0,,
S253,1007.0,,
S254,1007.0,,
S258,1007.0,,
S259,1007.0,,
S260,1008.0,,
S269,1008.0,,
S270,1008.0,,
S271,1008.0,,
S272,1008.0,,
S273,1008.0,,
S274,1008.0,,
S275,1008.0,,
S278,1008.0,,
S279,1008.0,,
S280,1008.0,,
S280,1006.0,,
S290,1009.0,,
S297,1009.0,,
S298,1009.0,,
S299,1009.0,,
S300,916.0,916-916.99,Contusion
S301,916.0,916-916.99,Contusion
S302,916.0,916-916.99,Contusion
S307,915.0,910-919.99,"superficial, contusion, crushing injuries"
S308,915.0,910-919.99,"superficial, contusion, crushing injuries"
S309,915.0,910-919.99,"superficial, contusion, crushing injuries"
S310,870.0,870-879.99,Open wound
S311,1008.0,,
S311,870.0,870-879.99,Open wound
S312,870.8,870-879.99,Open wound
S313,870.8,870-879.99,Open wound
S314,870.8,870-879.99,Open wound
S315,870.8,870-879.99,Open wound
S317,870.0,870-879.99,Open wound
S317,1008.0,,
S320,805.0,800-809.99,Fractures
S321,802.0,800-809.99,Fractures
S321,805.0,800-809.99,Fractures
S322,805.0,800-809.99,Fractures
S323,802.0,800-809.99,Fractures
S324,802.0,800-809.99,Fractures
S325,802.0,800-809.99,Fractures
S328,1009.0,,
S328,915.0,910-919.99,"superficial, contusion, crushing injuries"
S330,830.0,830-839.99,joint disorders and dislocations; trauma-related
S331,830.0,830-839.99,joint disorders and dislocations; trauma-related
S332,830.0,830-839.99,joint disorders and dislocations; trauma-related
S333,915.0,910-919.99,"superficial, contusion, crushing injuries"
S333,1009.0,,
S333,830.0,830-839.99,joint disorders and dislocations; trauma-related
S334,830.0,830-839.99,joint disorders and dislocations; trauma-related
S337,915.0,910-919.99,"superficial, contusion, crushing injuries"
S337,1009.0,,
S340,952.0,950-957.99,Injury to nerves and spinal cord
S341,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S342,952.0,950-957.99,Injury to nerves and spinal cord
S343,952.0,950-957.99,Injury to nerves and spinal cord
S344,907.0,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S345,952.0,950-957.99,Injury to nerves and spinal cord
S350,1007.0,,
S351,1007.0,,
S352,1007.0,,
S354,1007.0,,
S355,1007.0,,
S358,1009.0,,
S358,1007.0,,
S358,915.0,910-919.99,"superficial, contusion, crushing injuries"
S359,1007.0,,
S359,1009.0,,
S359,915.0,910-919.99,"superficial, contusion, crushing injuries"
S360,1008.0,,
S362,1008.0,,
S363,1008.0,,
S364,1008.0,,
S365,1008.0,,
S366,1008.0,,
S368,1008.0,,
S369,1008.0,,
S370,1008.0,,
S371,1008.0,,
S372,1008.0,,
S373,1008.0,,
S374,1008.0,,
S376,1008.0,,
S378,1008.0,,
S379,1008.0,,
S380,1006.0,,
S381,1009.0,,
S381,915.0,910-919.99,"superficial, contusion, crushing injuries"
S390,1009.0,,
S396,1008.0,,
S397,1009.0,,
S397,915.0,910-919.99,"superficial, contusion, crushing injuries"
S398,1009.0,,
S398,915.0,910-919.99,"superficial, contusion, crushing injuries"
S399,915.0,910-919.99,"superficial, contusion, crushing injuries"
S399,1009.0,,
S400,916.0,916-916.99,Contusion
S407,915.0,910-919.99,"superficial, contusion, crushing injuries"
S408,915.0,910-919.99,"superficial, contusion, crushing injuries"
S409,915.0,910-919.99,"superficial, contusion, crushing injuries"
S410,871.0,870-879.99,Open wound
S411,871.0,870-879.99,Open wound
S417,871.0,870-879.99,Open wound
S420,803.3,800-809.99,Fractures
S421,803.3,800-809.99,Fractures
S422,803.1,800-809.99,Fractures
S423,803.1,800-809.99,Fractures
S424,803.1,800-809.99,Fractures
S427,803.0,800-809.99,Fractures
S428,1009.0,,
S429,803.1,800-809.99,Fractures
S430,830.0,830-839.99,joint disorders and dislocations; trauma-related
S431,830.0,830-839.99,joint disorders and dislocations; trauma-related
